SITE	DATE	TIME	TEMP	SERIAL
NAPL	5/21/02	15:05:00	11.86	526486
NAPL	5/21/02	15:15:00	11.86	526486
NAPL	5/21/02	15:25:00	11.86	526486
NAPL	5/21/02	15:35:00	11.86	526486
NAPL	5/21/02	15:45:00	11.86	526486
NAPL	5/21/02	15:55:00	11.86	526486
NAPL	5/21/02	16:05:00	11.86	526486
NAPL	5/21/02	16:15:00	11.86	526486
NAPL	5/21/02	16:25:00	11.77	526486
NAPL	5/21/02	16:35:00	11.86	526486
NAPL	5/21/02	16:45:00	11.86	526486
NAPL	5/21/02	16:55:00	11.77	526486
NAPL	5/21/02	17:05:00	11.77	526486
NAPL	5/21/02	17:15:00	11.77	526486
NAPL	5/21/02	17:25:00	11.77	526486
NAPL	5/21/02	17:35:00	11.77	526486
NAPL	5/21/02	17:45:00	11.68	526486
NAPL	5/21/02	17:55:00	11.68	526486
NAPL	5/21/02	18:05:00	11.68	526486
NAPL	5/21/02	18:15:00	11.6	526486
NAPL	5/21/02	18:25:00	11.6	526486
NAPL	5/21/02	18:35:00	11.6	526486
NAPL	5/21/02	18:45:00	11.6	526486
NAPL	5/21/02	18:55:00	11.51	526486
NAPL	5/21/02	19:05:00	11.51	526486
NAPL	5/21/02	19:15:00	11.51	526486
NAPL	5/21/02	19:25:00	11.51	526486
NAPL	5/21/02	19:35:00	11.51	526486
NAPL	5/21/02	19:45:00	11.51	526486
NAPL	5/21/02	19:55:00	11.51	526486
NAPL	5/21/02	20:05:00	11.51	526486
NAPL	5/21/02	20:15:00	11.51	526486
NAPL	5/21/02	20:25:00	11.51	526486
NAPL	5/21/02	20:35:00	11.43	526486
NAPL	5/21/02	20:45:00	11.43	526486
NAPL	5/21/02	20:55:00	11.43	526486
NAPL	5/21/02	21:05:00	11.43	526486
NAPL	5/21/02	21:15:00	11.43	526486
NAPL	5/21/02	21:25:00	11.43	526486
NAPL	5/21/02	21:35:00	11.34	526486
NAPL	5/21/02	21:45:00	11.26	526486
NAPL	5/21/02	21:55:00	11.26	526486
NAPL	5/21/02	22:05:00	11.26	526486
NAPL	5/21/02	22:15:00	11.17	526486
NAPL	5/21/02	22:25:00	11.17	526486
NAPL	5/21/02	22:35:00	11.17	526486
NAPL	5/21/02	22:45:00	11.17	526486
NAPL	5/21/02	22:55:00	11.08	526486
NAPL	5/21/02	23:05:00	11.08	526486
NAPL	5/21/02	23:15:00	11	526486
NAPL	5/21/02	23:25:00	11	526486
NAPL	5/21/02	23:35:00	11	526486
NAPL	5/21/02	23:45:00	11	526486
NAPL	5/21/02	23:55:00	10.92	526486
NAPL	5/22/02	0:05:00	10.92	526486
NAPL	5/22/02	0:15:00	10.92	526486
NAPL	5/22/02	0:25:00	10.92	526486
NAPL	5/22/02	0:35:00	10.83	526486
NAPL	5/22/02	0:45:00	10.83	526486
NAPL	5/22/02	0:55:00	10.83	526486
NAPL	5/22/02	1:05:00	10.83	526486
NAPL	5/22/02	1:15:00	10.83	526486
NAPL	5/22/02	1:25:00	10.83	526486
NAPL	5/22/02	1:35:00	10.83	526486
NAPL	5/22/02	1:45:00	10.83	526486
NAPL	5/22/02	1:55:00	10.74	526486
NAPL	5/22/02	2:05:00	10.83	526486
NAPL	5/22/02	2:15:00	10.83	526486
NAPL	5/22/02	2:25:00	10.83	526486
NAPL	5/22/02	2:35:00	10.83	526486
NAPL	5/22/02	2:45:00	10.83	526486
NAPL	5/22/02	2:55:00	10.83	526486
NAPL	5/22/02	3:05:00	10.83	526486
NAPL	5/22/02	3:15:00	10.83	526486
NAPL	5/22/02	3:25:00	10.83	526486
NAPL	5/22/02	3:35:00	10.83	526486
NAPL	5/22/02	3:45:00	10.83	526486
NAPL	5/22/02	3:55:00	10.83	526486
NAPL	5/22/02	4:05:00	10.83	526486
NAPL	5/22/02	4:15:00	10.83	526486
NAPL	5/22/02	4:25:00	10.92	526486
NAPL	5/22/02	4:35:00	11	526486
NAPL	5/22/02	4:45:00	11.26	526486
NAPL	5/22/02	4:55:00	11.26	526486
NAPL	5/22/02	5:05:00	11.26	526486
NAPL	5/22/02	5:15:00	11.26	526486
NAPL	5/22/02	5:25:00	11.17	526486
NAPL	5/22/02	5:35:00	11.17	526486
NAPL	5/22/02	5:45:00	11.08	526486
NAPL	5/22/02	5:55:00	11.08	526486
NAPL	5/22/02	6:05:00	11.08	526486
NAPL	5/22/02	6:15:00	11.17	526486
NAPL	5/22/02	6:25:00	11.17	526486
NAPL	5/22/02	6:35:00	11.17	526486
NAPL	5/22/02	6:45:00	11.17	526486
NAPL	5/22/02	6:55:00	11.08	526486
NAPL	5/22/02	7:05:00	11.08	526486
NAPL	5/22/02	7:15:00	11.08	526486
NAPL	5/22/02	7:25:00	11.08	526486
NAPL	5/22/02	7:35:00	11.08	526486
NAPL	5/22/02	7:45:00	11.17	526486
NAPL	5/22/02	7:55:00	11.17	526486
NAPL	5/22/02	8:05:00	11.08	526486
NAPL	5/22/02	8:15:00	11.08	526486
NAPL	5/22/02	8:25:00	11	526486
NAPL	5/22/02	8:35:00	11.08	526486
NAPL	5/22/02	8:45:00	11.17	526486
NAPL	5/22/02	8:55:00	11	526486
NAPL	5/22/02	9:05:00	11.17	526486
NAPL	5/22/02	9:15:00	11.34	526486
NAPL	5/22/02	9:25:00	11.43	526486
NAPL	5/22/02	9:35:00	11.43	526486
NAPL	5/22/02	9:45:00	11.43	526486
NAPL	5/22/02	9:55:00	11.34	526486
NAPL	5/22/02	10:05:00	11.34	526486
NAPL	5/22/02	10:15:00	11.34	526486
NAPL	5/22/02	10:25:00	11.34	526486
NAPL	5/22/02	10:35:00	11.34	526486
NAPL	5/22/02	10:45:00	11.34	526486
NAPL	5/22/02	10:55:00	11.34	526486
NAPL	5/22/02	11:05:00	11.34	526486
NAPL	5/22/02	11:15:00	11.34	526486
NAPL	5/22/02	11:25:00	11.26	526486
NAPL	5/22/02	11:35:00	11.26	526486
NAPL	5/22/02	11:45:00	11.26	526486
NAPL	5/22/02	11:55:00	11.26	526486
NAPL	5/22/02	12:05:00	11.26	526486
NAPL	5/22/02	12:15:00	11.26	526486
NAPL	5/22/02	12:25:00	11.26	526486
NAPL	5/22/02	12:35:00	11.34	526486
NAPL	5/22/02	12:45:00	11.6	526486
NAPL	5/22/02	12:55:00	11.6	526486
NAPL	5/22/02	13:05:00	11.43	526486
NAPL	5/22/02	13:15:00	11.26	526486
NAPL	5/22/02	13:25:00	11.51	526486
NAPL	5/22/02	13:35:00	11.6	526486
NAPL	5/22/02	13:45:00	11.68	526486
NAPL	5/22/02	13:55:00	11.68	526486
NAPL	5/22/02	14:05:00	11.77	526486
NAPL	5/22/02	14:15:00	11.86	526486
NAPL	5/22/02	14:25:00	11.86	526486
NAPL	5/22/02	14:35:00	11.86	526486
NAPL	5/22/02	14:45:00	11.86	526486
NAPL	5/22/02	14:55:00	11.86	526486
NAPL	5/22/02	15:05:00	11.94	526486
NAPL	5/22/02	15:15:00	11.94	526486
NAPL	5/22/02	15:25:00	11.94	526486
NAPL	5/22/02	15:35:00	11.94	526486
NAPL	5/22/02	15:45:00	11.94	526486
NAPL	5/22/02	15:55:00	11.94	526486
NAPL	5/22/02	16:05:00	11.94	526486
NAPL	5/22/02	16:15:00	11.94	526486
NAPL	5/22/02	16:25:00	11.94	526486
NAPL	5/22/02	16:35:00	11.94	526486
NAPL	5/22/02	16:45:00	11.94	526486
NAPL	5/22/02	16:55:00	11.94	526486
NAPL	5/22/02	17:05:00	11.86	526486
NAPL	5/22/02	17:15:00	11.86	526486
NAPL	5/22/02	17:25:00	11.86	526486
NAPL	5/22/02	17:35:00	11.86	526486
NAPL	5/22/02	17:45:00	11.86	526486
NAPL	5/22/02	17:55:00	11.86	526486
NAPL	5/22/02	18:05:00	11.86	526486
NAPL	5/22/02	18:15:00	11.86	526486
NAPL	5/22/02	18:25:00	11.86	526486
NAPL	5/22/02	18:35:00	11.86	526486
NAPL	5/22/02	18:45:00	11.77	526486
NAPL	5/22/02	18:55:00	11.77	526486
NAPL	5/22/02	19:05:00	11.77	526486
NAPL	5/22/02	19:15:00	11.68	526486
NAPL	5/22/02	19:25:00	11.68	526486
NAPL	5/22/02	19:35:00	11.68	526486
NAPL	5/22/02	19:45:00	11.68	526486
NAPL	5/22/02	19:55:00	11.68	526486
NAPL	5/22/02	20:05:00	11.68	526486
NAPL	5/22/02	20:15:00	11.68	526486
NAPL	5/22/02	20:25:00	11.68	526486
NAPL	5/22/02	20:35:00	11.6	526486
NAPL	5/22/02	20:45:00	11.6	526486
NAPL	5/22/02	20:55:00	11.6	526486
NAPL	5/22/02	21:05:00	11.6	526486
NAPL	5/22/02	21:15:00	11.6	526486
NAPL	5/22/02	21:25:00	11.6	526486
NAPL	5/22/02	21:35:00	11.6	526486
NAPL	5/22/02	21:45:00	11.6	526486
NAPL	5/22/02	21:55:00	11.6	526486
NAPL	5/22/02	22:05:00	11.51	526486
NAPL	5/22/02	22:15:00	11.51	526486
NAPL	5/22/02	22:25:00	11.51	526486
NAPL	5/22/02	22:35:00	11.51	526486
NAPL	5/22/02	22:45:00	11.43	526486
NAPL	5/22/02	22:55:00	11.43	526486
NAPL	5/22/02	23:05:00	11.43	526486
NAPL	5/22/02	23:15:00	11.34	526486
NAPL	5/22/02	23:25:00	11.34	526486
NAPL	5/22/02	23:35:00	11	526486
NAPL	5/22/02	23:45:00	10.83	526486
NAPL	5/22/02	23:55:00	10.74	526486
NAPL	5/23/02	0:05:00	10.74	526486
NAPL	5/23/02	0:15:00	10.74	526486
NAPL	5/23/02	0:25:00	10.66	526486
NAPL	5/23/02	0:35:00	10.66	526486
NAPL	5/23/02	0:45:00	10.66	526486
NAPL	5/23/02	0:55:00	10.83	526486
NAPL	5/23/02	1:05:00	10.92	526486
NAPL	5/23/02	1:15:00	11.08	526486
NAPL	5/23/02	1:25:00	11	526486
NAPL	5/23/02	1:35:00	10.92	526486
NAPL	5/23/02	1:45:00	10.92	526486
NAPL	5/23/02	1:55:00	10.92	526486
NAPL	5/23/02	2:05:00	10.92	526486
NAPL	5/23/02	2:15:00	10.92	526486
NAPL	5/23/02	2:25:00	10.92	526486
NAPL	5/23/02	2:35:00	11	526486
NAPL	5/23/02	2:45:00	10.92	526486
NAPL	5/23/02	2:55:00	10.92	526486
NAPL	5/23/02	3:05:00	10.92	526486
NAPL	5/23/02	3:15:00	10.92	526486
NAPL	5/23/02	3:25:00	10.92	526486
NAPL	5/23/02	3:35:00	10.92	526486
NAPL	5/23/02	3:45:00	11	526486
NAPL	5/23/02	3:55:00	11	526486
NAPL	5/23/02	4:05:00	10.92	526486
NAPL	5/23/02	4:15:00	10.92	526486
NAPL	5/23/02	4:25:00	10.92	526486
NAPL	5/23/02	4:35:00	10.92	526486
NAPL	5/23/02	4:45:00	10.92	526486
NAPL	5/23/02	4:55:00	10.92	526486
NAPL	5/23/02	5:05:00	10.92	526486
NAPL	5/23/02	5:15:00	11.17	526486
NAPL	5/23/02	5:25:00	11.34	526486
NAPL	5/23/02	5:35:00	11.08	526486
NAPL	5/23/02	5:45:00	11.08	526486
NAPL	5/23/02	5:55:00	11.08	526486
NAPL	5/23/02	6:05:00	11.08	526486
NAPL	5/23/02	6:15:00	11.08	526486
NAPL	5/23/02	6:25:00	11.08	526486
NAPL	5/23/02	6:35:00	11.17	526486
NAPL	5/23/02	6:45:00	11.17	526486
NAPL	5/23/02	6:55:00	11.17	526486
NAPL	5/23/02	7:05:00	11.17	526486
NAPL	5/23/02	7:15:00	11.17	526486
NAPL	5/23/02	7:25:00	11.17	526486
NAPL	5/23/02	7:35:00	11.17	526486
NAPL	5/23/02	7:45:00	11.17	526486
NAPL	5/23/02	7:55:00	11.26	526486
NAPL	5/23/02	8:05:00	11.26	526486
NAPL	5/23/02	8:15:00	11.26	526486
NAPL	5/23/02	8:25:00	11.26	526486
NAPL	5/23/02	8:35:00	11.26	526486
NAPL	5/23/02	8:45:00	11.26	526486
NAPL	5/23/02	8:55:00	11.26	526486
NAPL	5/23/02	9:05:00	11.26	526486
NAPL	5/23/02	9:15:00	11.26	526486
NAPL	5/23/02	9:25:00	11.26	526486
NAPL	5/23/02	9:35:00	11.34	526486
NAPL	5/23/02	9:45:00	11.34	526486
NAPL	5/23/02	9:55:00	11.26	526486
NAPL	5/23/02	10:05:00	11.26	526486
NAPL	5/23/02	10:15:00	11.26	526486
NAPL	5/23/02	10:25:00	11.26	526486
NAPL	5/23/02	10:35:00	11.26	526486
NAPL	5/23/02	10:45:00	11.17	526486
NAPL	5/23/02	10:55:00	11.17	526486
NAPL	5/23/02	11:05:00	11.17	526486
NAPL	5/23/02	11:15:00	11.17	526486
NAPL	5/23/02	11:25:00	11.17	526486
NAPL	5/23/02	11:35:00	11.17	526486
NAPL	5/23/02	11:45:00	11.17	526486
NAPL	5/23/02	11:55:00	11.17	526486
NAPL	5/23/02	12:05:00	11.17	526486
NAPL	5/23/02	12:15:00	11.08	526486
NAPL	5/23/02	12:25:00	11.08	526486
NAPL	5/23/02	12:35:00	11	526486
NAPL	5/23/02	12:45:00	11	526486
NAPL	5/23/02	12:55:00	11	526486
NAPL	5/23/02	13:05:00	11.17	526486
NAPL	5/23/02	13:15:00	11.17	526486
NAPL	5/23/02	13:25:00	11.26	526486
NAPL	5/23/02	13:35:00	11.43	526486
NAPL	5/23/02	13:45:00	11.43	526486
NAPL	5/23/02	13:55:00	11.43	526486
NAPL	5/23/02	14:05:00	11.51	526486
NAPL	5/23/02	14:15:00	11.51	526486
NAPL	5/23/02	14:25:00	11.51	526486
NAPL	5/23/02	14:35:00	11.51	526486
NAPL	5/23/02	14:45:00	11.51	526486
NAPL	5/23/02	14:55:00	11.68	526486
NAPL	5/23/02	15:05:00	11.6	526486
NAPL	5/23/02	15:15:00	11.6	526486
NAPL	5/23/02	15:25:00	11.51	526486
NAPL	5/23/02	15:35:00	11.51	526486
NAPL	5/23/02	15:45:00	11.43	526486
NAPL	5/23/02	15:55:00	11.34	526486
NAPL	5/23/02	16:05:00	11.34	526486
NAPL	5/23/02	16:15:00	11.26	526486
NAPL	5/23/02	16:25:00	11.26	526486
NAPL	5/23/02	16:35:00	11.26	526486
NAPL	5/23/02	16:45:00	11.26	526486
NAPL	5/23/02	16:55:00	11.26	526486
NAPL	5/23/02	17:05:00	11.26	526486
NAPL	5/23/02	17:15:00	11.26	526486
NAPL	5/23/02	17:25:00	11.26	526486
NAPL	5/23/02	17:35:00	11.43	526486
NAPL	5/23/02	17:45:00	11.43	526486
NAPL	5/23/02	17:55:00	11.43	526486
NAPL	5/23/02	18:05:00	11.51	526486
NAPL	5/23/02	18:15:00	11.51	526486
NAPL	5/23/02	18:25:00	11.43	526486
NAPL	5/23/02	18:35:00	11.26	526486
NAPL	5/23/02	18:45:00	11.34	526486
NAPL	5/23/02	18:55:00	11.34	526486
NAPL	5/23/02	19:05:00	11.26	526486
NAPL	5/23/02	19:15:00	11.17	526486
NAPL	5/23/02	19:25:00	11.17	526486
NAPL	5/23/02	19:35:00	11.17	526486
NAPL	5/23/02	19:45:00	11.17	526486
NAPL	5/23/02	19:55:00	11.17	526486
NAPL	5/23/02	20:05:00	11.17	526486
NAPL	5/23/02	20:15:00	11.17	526486
NAPL	5/23/02	20:25:00	11.17	526486
NAPL	5/23/02	20:35:00	11.17	526486
NAPL	5/23/02	20:45:00	11.17	526486
NAPL	5/23/02	20:55:00	11.17	526486
NAPL	5/23/02	21:05:00	11.17	526486
NAPL	5/23/02	21:15:00	11.17	526486
NAPL	5/23/02	21:25:00	11.17	526486
NAPL	5/23/02	21:35:00	11.17	526486
NAPL	5/23/02	21:45:00	11.17	526486
NAPL	5/23/02	21:55:00	11.17	526486
NAPL	5/23/02	22:05:00	11.17	526486
NAPL	5/23/02	22:15:00	11.17	526486
NAPL	5/23/02	22:25:00	11.17	526486
NAPL	5/23/02	22:35:00	11.17	526486
NAPL	5/23/02	22:45:00	11.17	526486
NAPL	5/23/02	22:55:00	11.17	526486
NAPL	5/23/02	23:05:00	11.17	526486
NAPL	5/23/02	23:15:00	11.17	526486
NAPL	5/23/02	23:25:00	11.26	526486
NAPL	5/23/02	23:35:00	11.26	526486
NAPL	5/23/02	23:45:00	11.26	526486
NAPL	5/23/02	23:55:00	11.26	526486
NAPL	5/24/02	0:05:00	11.26	526486
NAPL	5/24/02	0:15:00	11.34	526486
NAPL	5/24/02	0:25:00	11.34	526486
NAPL	5/24/02	0:35:00	11.34	526486
NAPL	5/24/02	0:45:00	11.34	526486
NAPL	5/24/02	0:55:00	11.43	526486
NAPL	5/24/02	1:05:00	11.43	526486
NAPL	5/24/02	1:15:00	11.43	526486
NAPL	5/24/02	1:25:00	11.43	526486
NAPL	5/24/02	1:35:00	11.43	526486
NAPL	5/24/02	1:45:00	11.43	526486
NAPL	5/24/02	1:55:00	11.43	526486
NAPL	5/24/02	2:05:00	11.51	526486
NAPL	5/24/02	2:15:00	11.51	526486
NAPL	5/24/02	2:25:00	11.51	526486
NAPL	5/24/02	2:35:00	11.6	526486
NAPL	5/24/02	2:45:00	11.68	526486
NAPL	5/24/02	2:55:00	11.86	526486
NAPL	5/24/02	3:05:00	11.86	526486
NAPL	5/24/02	3:15:00	11.77	526486
NAPL	5/24/02	3:25:00	11.77	526486
NAPL	5/24/02	3:35:00	11.77	526486
NAPL	5/24/02	3:45:00	11.86	526486
NAPL	5/24/02	3:55:00	11.86	526486
NAPL	5/24/02	4:05:00	11.94	526486
NAPL	5/24/02	4:15:00	11.94	526486
NAPL	5/24/02	4:25:00	11.94	526486
NAPL	5/24/02	4:35:00	11.94	526486
NAPL	5/24/02	4:45:00	12.02	526486
NAPL	5/24/02	4:55:00	12.02	526486
NAPL	5/24/02	5:05:00	12.11	526486
NAPL	5/24/02	5:15:00	12.11	526486
NAPL	5/24/02	5:25:00	12.11	526486
NAPL	5/24/02	5:35:00	12.11	526486
NAPL	5/24/02	5:45:00	12.11	526486
NAPL	5/24/02	5:55:00	12.02	526486
NAPL	5/24/02	6:05:00	12.02	526486
NAPL	5/24/02	6:15:00	12.02	526486
NAPL	5/24/02	6:25:00	12.02	526486
NAPL	5/24/02	6:35:00	12.02	526486
NAPL	5/24/02	6:45:00	12.02	526486
NAPL	5/24/02	6:55:00	12.02	526486
NAPL	5/24/02	7:05:00	12.02	526486
NAPL	5/24/02	7:15:00	12.02	526486
NAPL	5/24/02	7:25:00	12.11	526486
NAPL	5/24/02	7:35:00	12.11	526486
NAPL	5/24/02	7:45:00	12.11	526486
NAPL	5/24/02	7:55:00	12.02	526486
NAPL	5/24/02	8:05:00	12.02	526486
NAPL	5/24/02	8:15:00	12.02	526486
NAPL	5/24/02	8:25:00	12.02	526486
NAPL	5/24/02	8:35:00	12.11	526486
NAPL	5/24/02	8:45:00	12.02	526486
NAPL	5/24/02	8:55:00	12.02	526486
NAPL	5/24/02	9:05:00	12.02	526486
NAPL	5/24/02	9:15:00	12.02	526486
NAPL	5/24/02	9:25:00	12.02	526486
NAPL	5/24/02	9:35:00	12.02	526486
NAPL	5/24/02	9:45:00	11.94	526486
NAPL	5/24/02	9:55:00	11.94	526486
NAPL	5/24/02	10:05:00	11.86	526486
NAPL	5/24/02	10:15:00	11.94	526486
NAPL	5/24/02	10:25:00	11.94	526486
NAPL	5/24/02	10:35:00	11.94	526486
NAPL	5/24/02	10:45:00	11.94	526486
NAPL	5/24/02	10:55:00	11.94	526486
NAPL	5/24/02	11:05:00	11.86	526486
NAPL	5/24/02	11:15:00	11.86	526486
NAPL	5/24/02	11:25:00	11.86	526486
NAPL	5/24/02	11:35:00	11.86	526486
NAPL	5/24/02	11:45:00	11.86	526486
NAPL	5/24/02	11:55:00	11.86	526486
NAPL	5/24/02	12:05:00	11.94	526486
NAPL	5/24/02	12:15:00	11.94	526486
NAPL	5/24/02	12:25:00	11.94	526486
NAPL	5/24/02	12:35:00	12.02	526486
NAPL	5/24/02	12:45:00	12.11	526486
NAPL	5/24/02	12:55:00	12.11	526486
NAPL	5/24/02	13:05:00	12.2	526486
NAPL	5/24/02	13:15:00	12.2	526486
NAPL	5/24/02	13:25:00	12.2	526486
NAPL	5/24/02	13:35:00	12.28	526486
NAPL	5/24/02	13:45:00	12.28	526486
NAPL	5/24/02	13:55:00	12.28	526486
NAPL	5/24/02	14:05:00	12.28	526486
NAPL	5/24/02	14:15:00	12.28	526486
NAPL	5/24/02	14:25:00	12.28	526486
NAPL	5/24/02	14:35:00	12.28	526486
NAPL	5/24/02	14:45:00	12.28	526486
NAPL	5/24/02	14:55:00	12.28	526486
NAPL	5/24/02	15:05:00	12.37	526486
NAPL	5/24/02	15:15:00	12.37	526486
NAPL	5/24/02	15:25:00	12.37	526486
NAPL	5/24/02	15:35:00	12.37	526486
NAPL	5/24/02	15:45:00	12.37	526486
NAPL	5/24/02	15:55:00	12.37	526486
NAPL	5/24/02	16:05:00	12.37	526486
NAPL	5/24/02	16:15:00	12.37	526486
NAPL	5/24/02	16:25:00	12.37	526486
NAPL	5/24/02	16:35:00	12.37	526486
NAPL	5/24/02	16:45:00	12.37	526486
NAPL	5/24/02	16:55:00	12.37	526486
NAPL	5/24/02	17:05:00	12.37	526486
NAPL	5/24/02	17:15:00	12.37	526486
NAPL	5/24/02	17:25:00	12.37	526486
NAPL	5/24/02	17:35:00	12.37	526486
NAPL	5/24/02	17:45:00	12.46	526486
NAPL	5/24/02	17:55:00	12.46	526486
NAPL	5/24/02	18:05:00	12.46	526486
NAPL	5/24/02	18:15:00	12.46	526486
NAPL	5/24/02	18:25:00	12.46	526486
NAPL	5/24/02	18:35:00	12.54	526486
NAPL	5/24/02	18:45:00	12.46	526486
NAPL	5/24/02	18:55:00	12.46	526486
NAPL	5/24/02	19:05:00	12.46	526486
NAPL	5/24/02	19:15:00	12.46	526486
NAPL	5/24/02	19:25:00	12.37	526486
NAPL	5/24/02	19:35:00	12.28	526486
NAPL	5/24/02	19:45:00	12.28	526486
NAPL	5/24/02	19:55:00	12.2	526486
NAPL	5/24/02	20:05:00	12.2	526486
NAPL	5/24/02	20:15:00	12.28	526486
NAPL	5/24/02	20:25:00	12.28	526486
NAPL	5/24/02	20:35:00	12.28	526486
NAPL	5/24/02	20:45:00	12.2	526486
NAPL	5/24/02	20:55:00	12.2	526486
NAPL	5/24/02	21:05:00	12.2	526486
NAPL	5/24/02	21:15:00	12.2	526486
NAPL	5/24/02	21:25:00	12.2	526486
NAPL	5/24/02	21:35:00	12.2	526486
NAPL	5/24/02	21:45:00	12.11	526486
NAPL	5/24/02	21:55:00	12.11	526486
NAPL	5/24/02	22:05:00	12.11	526486
NAPL	5/24/02	22:15:00	12.02	526486
NAPL	5/24/02	22:25:00	12.02	526486
NAPL	5/24/02	22:35:00	12.02	526486
NAPL	5/24/02	22:45:00	12.02	526486
NAPL	5/24/02	22:55:00	12.02	526486
NAPL	5/24/02	23:05:00	12.11	526486
NAPL	5/24/02	23:15:00	12.11	526486
NAPL	5/24/02	23:25:00	12.11	526486
NAPL	5/24/02	23:35:00	12.11	526486
NAPL	5/24/02	23:45:00	12.11	526486
NAPL	5/24/02	23:55:00	12.11	526486
NAPL	5/25/02	0:05:00	12.11	526486
NAPL	5/25/02	0:15:00	12.11	526486
NAPL	5/25/02	0:25:00	12.11	526486
NAPL	5/25/02	0:35:00	12.11	526486
NAPL	5/25/02	0:45:00	12.11	526486
NAPL	5/25/02	0:55:00	12.11	526486
NAPL	5/25/02	1:05:00	12.11	526486
NAPL	5/25/02	1:15:00	12.11	526486
NAPL	5/25/02	1:25:00	12.11	526486
NAPL	5/25/02	1:35:00	12.11	526486
NAPL	5/25/02	1:45:00	12.11	526486
NAPL	5/25/02	1:55:00	12.11	526486
NAPL	5/25/02	2:05:00	12.11	526486
NAPL	5/25/02	2:15:00	12.11	526486
NAPL	5/25/02	2:25:00	12.11	526486
NAPL	5/25/02	2:35:00	12.11	526486
NAPL	5/25/02	2:45:00	12.11	526486
NAPL	5/25/02	2:55:00	12.11	526486
NAPL	5/25/02	3:05:00	12.11	526486
NAPL	5/25/02	3:15:00	12.11	526486
NAPL	5/25/02	3:25:00	12.11	526486
NAPL	5/25/02	3:35:00	12.11	526486
NAPL	5/25/02	3:45:00	12.11	526486
NAPL	5/25/02	3:55:00	12.11	526486
NAPL	5/25/02	4:05:00	12.11	526486
NAPL	5/25/02	4:15:00	12.11	526486
NAPL	5/25/02	4:25:00	12.11	526486
NAPL	5/25/02	4:35:00	12.2	526486
NAPL	5/25/02	4:45:00	12.2	526486
NAPL	5/25/02	4:55:00	12.2	526486
NAPL	5/25/02	5:05:00	12.2	526486
NAPL	5/25/02	5:15:00	12.2	526486
NAPL	5/25/02	5:25:00	12.2	526486
NAPL	5/25/02	5:35:00	12.2	526486
NAPL	5/25/02	5:45:00	12.2	526486
NAPL	5/25/02	5:55:00	12.11	526486
NAPL	5/25/02	6:05:00	12.28	526486
NAPL	5/25/02	6:15:00	12.28	526486
NAPL	5/25/02	6:25:00	12.37	526486
NAPL	5/25/02	6:35:00	12.46	526486
NAPL	5/25/02	6:45:00	12.37	526486
NAPL	5/25/02	6:55:00	12.46	526486
NAPL	5/25/02	7:05:00	12.63	526486
NAPL	5/25/02	7:15:00	12.54	526486
NAPL	5/25/02	7:25:00	12.54	526486
NAPL	5/25/02	7:35:00	12.54	526486
NAPL	5/25/02	7:45:00	12.54	526486
NAPL	5/25/02	7:55:00	12.63	526486
NAPL	5/25/02	8:05:00	12.72	526486
NAPL	5/25/02	8:15:00	12.89	526486
NAPL	5/25/02	8:25:00	12.98	526486
NAPL	5/25/02	8:35:00	12.98	526486
NAPL	5/25/02	8:45:00	12.72	526486
NAPL	5/25/02	8:55:00	12.54	526486
NAPL	5/25/02	9:05:00	12.46	526486
NAPL	5/25/02	9:15:00	12.37	526486
NAPL	5/25/02	9:25:00	12.28	526486
NAPL	5/25/02	9:35:00	12.28	526486
NAPL	5/25/02	9:45:00	12.28	526486
NAPL	5/25/02	9:55:00	12.2	526486
NAPL	5/25/02	10:05:00	12.2	526486
NAPL	5/25/02	10:15:00	12.2	526486
NAPL	5/25/02	10:25:00	12.11	526486
NAPL	5/25/02	10:35:00	12.11	526486
NAPL	5/25/02	10:45:00	12.2	526486
NAPL	5/25/02	10:55:00	12.28	526486
NAPL	5/25/02	11:05:00	12.28	526486
NAPL	5/25/02	11:15:00	12.37	526486
NAPL	5/25/02	11:25:00	12.37	526486
NAPL	5/25/02	11:35:00	12.37	526486
NAPL	5/25/02	11:45:00	12.46	526486
NAPL	5/25/02	11:55:00	12.46	526486
NAPL	5/25/02	12:05:00	12.46	526486
NAPL	5/25/02	12:15:00	12.54	526486
NAPL	5/25/02	12:25:00	12.54	526486
NAPL	5/25/02	12:35:00	12.63	526486
NAPL	5/25/02	12:45:00	12.63	526486
NAPL	5/25/02	12:55:00	12.72	526486
NAPL	5/25/02	13:05:00	12.72	526486
NAPL	5/25/02	13:15:00	12.72	526486
NAPL	5/25/02	13:25:00	12.72	526486
NAPL	5/25/02	13:35:00	12.81	526486
NAPL	5/25/02	13:45:00	12.81	526486
NAPL	5/25/02	13:55:00	12.98	526486
NAPL	5/25/02	14:05:00	12.98	526486
NAPL	5/25/02	14:15:00	13.15	526486
NAPL	5/25/02	14:25:00	13.15	526486
NAPL	5/25/02	14:35:00	12.98	526486
NAPL	5/25/02	14:45:00	13.15	526486
NAPL	5/25/02	14:55:00	13.15	526486
NAPL	5/25/02	15:05:00	13.15	526486
NAPL	5/25/02	15:15:00	13.23	526486
NAPL	5/25/02	15:25:00	13.23	526486
NAPL	5/25/02	15:35:00	13.23	526486
NAPL	5/25/02	15:45:00	13.32	526486
NAPL	5/25/02	15:55:00	13.32	526486
NAPL	5/25/02	16:05:00	13.32	526486
